Event Name,Time,Operating System,Session Length
App Session,1666782518.234,iOS,26.5
App Session,1666782361.172,iOS,41.5
App Session,1666782297.697,iOS,57.5
App Session,1666782192.182,Android,45.5
App Session,1666781862.644,Android,33.7
App Session,1666781827.281,Android,100.4
App Session,1666781807.478,Android,137.1
App Session,1666781775.9,iOS,38
App Session,1666781768.204,Android,12.3
App Session,1666781566.686,Android,11.2
App Session,1666781511.392,Android,113.5
App Session,1666781411.058,iOS,53.8
App Session,1666781397.373,Android,36
App Session,1666781358.47,Android,15.9
App Session,1666781298.275,iOS,160.9
App Session,1666781121.214,Android,88.6
App Session,1666781120.63,Android,55.7
App Session,1666781028.046,iOS,211.3
App Session,1666780713.69,Android,41.9
App Session,1666780675.706,Android,17
App Session,1666780524.966,Android,188.1
App Session,1666780081.541,Android,15.5
App Session,1666780052.944,Android,107.3
App Session,1666779953.009,Android,24.2
App Session,1666779890.162,Android,143.3
App Session,1666779861.153,Android,312
App Session,1666779702.811,Android,62
App Session,1666779310.876,Android,21.7
App Session,1666779228.286,Android,79.6
App Session,1666779189.389,Android,129.8
App Session,1666779147.948,Android,341.1
App Session,1666779071.208,iOS,91.1
App Session,1666778899.969,iOS,172.8
App Session,1666778802.816,Android,60.5
App Session,1666778551.721,Android,117.9
App Session,1666778432.449,Android,72.7
App Session,1666778334.405,Android,60.7
App Session,1666778251.943,Android,116.5
App Session,1666778149.506,Android,21.6
App Session,1666778103.841,iOS,32.3
App Session,1666778050.465,Android,75.1
App Session,1666777990.082,Android,15.5
App Session,1666777885.316,Android,87.3
App Session,1666777874.071,Android,81.8
App Session,1666777750.85,Android,78.7
App Session,1666777583.111,Android,79.5
App Session,1666777499.413,Android,60.4
App Session,1666777437.573,Android,183.2
App Session,1666777240.789,Android,10.1
App Session,1666777221.316,Android,97.4
App Session,1666777146.93,Android,80.1
App Session,1666777092.922,Android,12.3
App Session,1666777022.687,Android,10.4
App Session,1666776983.407,Android,60.2
App Session,1666776909.282,Android,39.9
App Session,1666776908.86,Android,37.3
App Session,1666776714.592,Android,27
App Session,1666776577.631,Android,37.3
App Session,1666776336.54,Android,11.3
App Session,1666776252.076,Android,73.4
App Session,1666776229.817,Android,110.8
App Session,1666775977.539,Android,60.3
App Session,1666775830.494,Android,11.1
App Session,1666775724.523,Android,30.3
App Session,1666775681.38,Android,67.7
App Session,1666775675.101,Android,17.1
App Session,1666775671.879,Android,72.3
App Session,1666775598.862,Android,50.8
App Session,1666775555.916,Android,26.8
App Session,1666775550.306,Android,154.1
App Session,1666775410.01,Android,49.4
App Session,1666775346.939,Android,19.4
App Session,1666775199.985,Android,49.1
App Session,1666775180.135,Android,10.1
App Session,1666775138.265,Android,60.3
App Session,1666775108.796,Android,33.5
App Session,1666774988.992,Android,60.3
App Session,1666774905.013,iOS,17.7
App Session,1666774883.544,Android,123.4
App Session,1666774862.734,Android,24.8
App Session,1666774759.205,Android,61
App Session,1666774753.238,Android,36.2
App Session,1666774696.601,Android,104.8
App Session,1666774590.298,Android,731.8
App Session,1666774548.318,Android,13.4
App Session,1666774287.065,Android,145.7
App Session,1666774103.704,Android,26.5
App Session,1666774066.451,Android,30.7
App Session,1666773780.06,Android,60.5
App Session,1666773716.43,Android,139.5
App Session,1666773575.424,Android,364.4
App Session,1666773562.268,iOS,38.7
App Session,1666772962.358,Android,17.1
App Session,1666772542.628,Android,28.2
App Session,1666772499.187,Android,292.9
App Session,1666772472.247,Android,34.2
App Session,1666772311.102,iOS,54.2
App Session,1666772255.223,iOS,10.1
App Session,1666772204.971,Android,91.4
App Session,1666772183.862,Android,79.3
App Session,1666772112.74,Android,194.8
App Session,1666772099.508,Android,35.1
App Session,1666772075.861,Android,45.3
App Session,1666771914.28,Android,69.9
App Session,1666771842.547,Android,41.8
App Session,1666771794.16,Android,36.1
App Session,1666771746.614,Android,14.1
App Session,1666771732.965,Android,12
App Session,1666771546.372,Android,10.9
App Session,1666771493.383,Android,24.1
App Session,1666771363.716,Android,19.6
App Session,1666771311.07,Android,277.7
App Session,1666771203.968,Android,28.3
App Session,1666771130.993,Android,32.1
App Session,1666770856.449,Android,17.5
App Session,1666770829.98,Android,68.2
App Session,1666770610.11,Android,61.3
App Session,1666770175.063,Android,52.1
App Session,1666769822.944,Android,183.3
App Session,1666769770.601,Android,54.7
App Session,1666769744.865,iOS,49.6
App Session,1666769604.994,Android,10.1
App Session,1666769516.123,Android,14.4
App Session,1666769451.731,Android,144.5
App Session,1666769267.327,iOS,31.6
App Session,1666769262.328,Android,19.8
App Session,1666769253.64,Android,203.4
App Session,1666769150.103,Android,20.1
App Session,1666769033.694,Android,20.9
App Session,1666769025.624,Android,36
App Session,1666768903.528,Android,47.6
App Session,1666768901.057,Android,49.8
App Session,1666768840.985,Android,66.9
App Session,1666768709.163,Android,103.1
App Session,1666768650.911,Android,215.8
App Session,1666768600.666,Android,96.6
App Session,1666768538.376,Android,83.7
App Session,1666768043.521,Android,18.1
App Session,1666768010.621,Android,50.1
App Session,1666767713.001,Android,82.1
App Session,1666767488.275,Android,23.6
App Session,1666767420.371,Android,139.2
App Session,1666767373.861,Android,12
App Session,1666767344.353,Android,33.4
App Session,1666767309.333,Android,17.5
App Session,1666767290.088,Android,100.2
App Session,1666767192.423,iOS,50.2
App Session,1666767166.773,Android,19.3
App Session,1666766970.356,iOS,62.3
App Session,1666766734.909,Android,83
App Session,1666766619.726,iOS,85.1
App Session,1666766560.842,iOS,96.4
App Session,1666766197.399,Android,12
App Session,1666765839.675,Android,16.5
App Session,1666765823.171,Android,28.5
App Session,1666765640.183,iOS,20.1
App Session,1666765508.717,Android,70.6
App Session,1666765476.593,Android,21.7
App Session,1666765276.628,Android,20.7
App Session,1666764996.592,Android,175.4
App Session,1666764974.459,Android,17.2
App Session,1666764835.911,Android,20.8
App Session,1666764808.958,Android,19.4
App Session,1666764798.016,Android,19.9
App Session,1666764705.243,iOS,34.4
App Session,1666764415.294,Android,53.3
App Session,1666764361.405,Android,51.8
App Session,1666763809.345,Android,73.9
App Session,1666763666.708,Android,19
App Session,1666763595.109,Android,452.6
App Session,1666763171.866,Android,27.6
App Session,1666763151.087,iOS,68
App Session,1666763089.957,iOS,49.2
App Session,1666763064.41,Android,138.6
App Session,1666763061.638,Android,67
App Session,1666763058.324,iOS,24.6
App Session,1666763007.119,Android,145.2
App Session,1666762839.241,Android,14.8
App Session,1666762609.491,Android,23.3
App Session,1666762533.843,Android,60.7
App Session,1666762532.709,Android,11.9
App Session,1666762486.236,Android,30.3
App Session,1666762139.982,Android,63.2
App Session,1666762101.518,iOS,72.1
App Session,1666762056.245,Android,135.5
App Session,1666761942.097,Android,69.1
App Session,1666761641.944,Android,81.4
App Session,1666761534.941,Android,25.6
App Session,1666761457.615,Android,100
App Session,1666761431.975,iOS,64.4
App Session,1666761233.745,Android,32.5
App Session,1666761217.788,Android,37.5
App Session,1666761047.68,iOS,65.9
App Session,1666760909.635,Android,25.1
App Session,1666760612.311,Android,83.3
App Session,1666760066.954,iOS,18.5
App Session,1666760062.88,Android,75.3
App Session,1666759986.044,iOS,80.1
App Session,1666759753.076,Android,66.5
App Session,1666759648.177,Android,83.9
App Session,1666759533.555,Android,25.1
App Session,1666759383.47,Android,132.6
App Session,1666758909.218,Android,121.6
App Session,1666758649.604,Android,94.1
App Session,1666758552.368,Android,27.1
App Session,1666758501.328,Android,151.4
App Session,1666758107.212,Android,42.4
App Session,1666758063.772,Android,58.7
App Session,1666757047.339,iOS,11.4
App Session,1666757012.652,iOS,74
App Session,1666756959.339,Android,128.3
App Session,1666756614.481,Android,28
App Session,1666756503.22,Android,159.1
App Session,1666756077.825,iOS,19.1
App Session,1666755592.134,iOS,21.3
App Session,1666754550.517,Android,48.2
App Session,1666754059.438,iOS,80.6
App Session,1666754042.478,Android,84.1
App Session,1666753977.897,iOS,68.9
App Session,1666753802.326,Android,85.8
App Session,1666753659.309,iOS,89.5
App Session,1666753482.759,iOS,190.7
App Session,1666753247.248,iOS,62.7
App Session,1666753237.954,Android,36.6
App Session,1666753111.6,iOS,41.1
App Session,1666753047.648,iOS,32.8
App Session,1666752978.598,iOS,94.5
App Session,1666752965.002,iOS,14.4
App Session,1666752708.109,iOS,34.8
App Session,1666751144.579,Android,75.7
App Session,1666750938.741,Android,55.5
App Session,1666750656.582,Android,32.2
App Session,1666750533.175,iOS,11.1
App Session,1666749587.576,Android,104.5
App Session,1666748274.383,Android,51.2
App Session,1666746123.151,iOS,84.3
App Session,1666746022.344,iOS,21.1
App Session,1666746018.867,Android,13.5
App Session,1666745605.176,Android,16.7
App Session,1666745204.827,Android,29.5
App Session,1666745166.088,Android,12.2
App Session,1666745145.791,Android,71.5
App Session,1666744158.579,Android,27.2
App Session,1666744129.918,Android,87.3
App Session,1666739357.915,iOS,42.5
App Session,1666738423.898,Android,30.9
App Session,1666735537.126,iOS,18.9
App Session,1666729226.345,iOS,27
App Session,1666726641.044,iOS,12.2
App Session,1666725345.859,Android,66.1
App Session,1666723349.423,iOS,75.9
App Session,1666721940.484,Android,27.4
App Session,1666721792.517,Android,315.3
App Session,1666721672.309,iOS,60.2
App Session,1666721475.831,Android,82.3
App Session,1666721378.682,Android,25.4
App Session,1666721352.364,Android,27.9
App Session,1666721318.731,Android,42.4
App Session,1666721214.136,Android,67.5
App Session,1666720824.999,Android,341.2
App Session,1666720060.685,Android,170.8
App Session,1666719863.36,Android,28
App Session,1666719821.913,Android,45
App Session,1666719802.129,Android,14.9
App Session,1666719786.689,Android,66
App Session,1666719750.612,Android,189.8
App Session,1666719213.259,iOS,38.2
App Session,1666719033.857,Android,10.1
App Session,1666718308.402,iOS,35.7
App Session,1666718229.829,Android,76.2
App Session,1666717822.66,Android,24
App Session,1666717566.474,Android,10.4
App Session,1666717553.818,Android,95.5
App Session,1666717454.373,Android,19.9
App Session,1666717398.353,Android,107
App Session,1666716887.711,iOS,16.5
App Session,1666716865.18,iOS,38.6
App Session,1666716586.983,iOS,41.2
App Session,1666715060.505,Android,60
App Session,1666715041.247,iOS,13.9
App Session,1666714847.422,iOS,19.6
App Session,1666714667.221,Android,15.5
App Session,1666714538.289,iOS,79.1
App Session,1666714332.062,iOS,71.3
App Session,1666713818.079,Android,10.5
App Session,1666713274.066,Android,124.7
App Session,1666713089.233,Android,62.6
App Session,1666712882.529,Android,33.5
App Session,1666712575.839,Android,10.2
App Session,1666712041.312,Android,26.7
App Session,1666711491.019,Android,26.6
App Session,1666711229.101,iOS,14.2
App Session,1666711213.536,iOS,69.2
App Session,1666711008.68,iOS,12.6
App Session,1666710585.138,Android,13.2
App Session,1666710571.195,Android,47.6
App Session,1666710429.308,Android,41
App Session,1666710409.238,iOS,125.9
App Session,1666710190.218,Android,43.2
App Session,1666710005.189,Android,25.3
App Session,1666709383.154,Android,22
App Session,1666709362.363,iOS,53.7
App Session,1666709185.464,iOS,12.7
App Session,1666708983.521,Android,34.2
App Session,1666708983.366,Android,45.8
App Session,1666708857.766,Android,24.3
App Session,1666708846.253,Android,113.8
App Session,1666708764.702,iOS,56.1
App Session,1666708734.416,Android,72.1
App Session,1666708637.131,Android,243.6
App Session,1666708285.676,Android,22.7
App Session,1666708235.059,Android,109.3
App Session,1666708116.492,iOS,25.2
App Session,1666707982.215,Android,44.8
App Session,1666707571.445,Android,85.2
App Session,1666707474.758,Android,160.1
App Session,1666707424.239,iOS,18.6
App Session,1666707313.516,Android,202.1
App Session,1666707227.353,iOS,42.3
App Session,1666706623.486,Android,35.9
App Session,1666706575.826,Android,15
App Session,1666706527.191,iOS,50.6
App Session,1666706510.884,Android,198.6
App Session,1666706467.183,iOS,48.9
App Session,1666706354.497,iOS,38.4
App Session,1666706328.206,Android,12.6
App Session,1666706327.031,Android,50.3
App Session,1666706313.616,iOS,56.2
App Session,1666706044.36,iOS,11.2
App Session,1666705784.547,Android,38.9
App Session,1666705738.274,Android,15.7
App Session,1666705691.818,Android,23.7
App Session,1666705670.353,Android,116.4
App Session,1666705553.232,Android,27.1
App Session,1666705524.61,Android,56.5
App Session,1666705455.758,Android,33.6
App Session,1666705423.28,Android,120.5
App Session,1666705414.666,Android,172.8
App Session,1666705307.214,iOS,13.3
App Session,1666705302.752,Android,21.2
App Session,1666704837.927,iOS,42.9
App Session,1666704163.311,Android,12.1
App Session,1666703726.51,Android,35.4
App Session,1666703662.355,Android,43.5
App Session,1666703341.091,Android,89.2
App Session,1666703272.023,Android,35.3
App Session,1666703181.922,Android,32.9
App Session,1666703136.69,iOS,19.2
App Session,1666702883.232,Android,92.1
App Session,1666702715.042,Android,30.3
App Session,1666702599.536,Android,38.1
App Session,1666702494.003,Android,15
App Session,1666702336.092,Android,39
App Session,1666702183.389,Android,66.2
App Session,1666701967.51,Android,32.3
App Session,1666701950.33,Android,62.9
App Session,1666701920.424,Android,121.9
App Session,1666701839.642,Android,27.1
App Session,1666701751.568,Android,30.7
App Session,1666701727.539,Android,39.1
App Session,1666701689.792,Android,16.4
App Session,1666701639.738,Android,11.7
App Session,1666701362.619,iOS,17.4
App Session,1666701344.993,Android,47.6
App Session,1666701146.722,Android,25.8
App Session,1666701086.165,Android,89.4
App Session,1666700815.402,Android,69.9
App Session,1666700085.685,Android,32.8
App Session,1666699975.158,iOS,37.7
App Session,1666699926.595,iOS,11
App Session,1666699781.395,Android,45.4
App Session,1666699712.16,Android,22.2
App Session,1666699655.648,Android,44.6
App Session,1666699652.918,Android,103.8
App Session,1666699607.642,Android,15.6
App Session,1666699548.075,Android,64.7
App Session,1666699465.04,Android,41.1
App Session,1666699452.403,Android,171.6
App Session,1666699394.607,Android,14.2
App Session,1666699356.592,Android,16.5
App Session,1666699355.355,Android,22.3
App Session,1666699353.946,Android,16.1
App Session,1666699329.762,Android,87.7
App Session,1666699308.478,Android,15.5
App Session,1666699287.126,Android,17.4
App Session,1666699241.486,Android,20.8
App Session,1666699239.181,Android,15.7
App Session,1666699219.38,Android,53.2
App Session,1666699186.319,Android,75.7
App Session,1666699136.473,Android,23.5
App Session,1666699097.106,Android,75.8
App Session,1666699092.097,Android,19.3
App Session,1666699071.121,Android,104.8
App Session,1666698965.065,Android,15.6
App Session,1666698962.663,Android,39.9
App Session,1666698921.754,Android,35.2
App Session,1666698911.759,Android,50.9
App Session,1666698859.362,Android,33.3
App Session,1666698819.621,Android,31.7
App Session,1666698784.509,Android,30.4
App Session,1666698711.518,Android,22.5
