Din,Date,App Session - Total
8991982104921205427,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921205427,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921205427,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921205427,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921205435,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921205443,"Feb 27, 2023 - Mar 5, 2023",5
8991982104921205443,"Mar 13, 2023 - Mar 19, 2023",12
8991982104921205443,"Mar 20, 2023 - Mar 26, 2023",6
8991982104921205443,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921205443,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921205476,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921205476,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921205492,"Mar 20, 2023 - Mar 26, 2023",22
8991982104921205542,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921205609,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921205609,"Apr 3, 2023 - Apr 9, 2023",7
8991982104921205609,"Feb 13, 2023 - Feb 19, 2023",10
8991982104921205609,"Feb 20, 2023 - Feb 26, 2023",18
8991982104921205609,"Feb 27, 2023 - Mar 5, 2023",20
8991982104921205609,"Mar 13, 2023 - Mar 19, 2023",14
8991982104921205609,"Mar 20, 2023 - Mar 26, 2023",19
8991982104921205609,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921205609,"Mar 6, 2023 - Mar 12, 2023",11
8991982104921205633,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921205633,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921205674,"Apr 10, 2023 - Apr 16, 2023",6
8991982104921205690,"Apr 10, 2023 - Apr 16, 2023",9
8991982104921205690,"Apr 3, 2023 - Apr 9, 2023",5
8991982104921205690,"Feb 13, 2023 - Feb 19, 2023",7
8991982104921205690,"Feb 20, 2023 - Feb 26, 2023",28
8991982104921205690,"Feb 27, 2023 - Mar 5, 2023",8
8991982104921205690,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921205690,"Mar 20, 2023 - Mar 26, 2023",15
8991982104921205690,"Mar 27, 2023 - Apr 2, 2023",13
8991982104921205690,"Mar 6, 2023 - Mar 12, 2023",15
8991982104921205716,"Apr 10, 2023 - Apr 16, 2023",14
8991982104921205716,"Apr 3, 2023 - Apr 9, 2023",10
8991982104921205716,"Feb 13, 2023 - Feb 19, 2023",3
8991982104921205716,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921205716,"Feb 27, 2023 - Mar 5, 2023",7
8991982104921205716,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921205716,"Mar 20, 2023 - Mar 26, 2023",9
8991982104921205716,"Mar 27, 2023 - Apr 2, 2023",9
8991982104921205716,"Mar 6, 2023 - Mar 12, 2023",6
8991982104921205757,"Feb 13, 2023 - Feb 19, 2023",11
8991982104921205757,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921205757,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921205757,"Mar 13, 2023 - Mar 19, 2023",5
8991982104921205757,"Mar 20, 2023 - Mar 26, 2023",8
8991982104921205781,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921205781,"Feb 13, 2023 - Feb 19, 2023",3
8991982104921205781,"Feb 20, 2023 - Feb 26, 2023",6
8991982104921205781,"Mar 20, 2023 - Mar 26, 2023",7
8991982104921205781,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921205799,"Mar 6, 2023 - Mar 12, 2023",7
8991982104921205922,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921205922,"Mar 20, 2023 - Mar 26, 2023",8
8991982104921205922,"Mar 27, 2023 - Apr 2, 2023",4
8991982104921205930,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921205930,"Feb 13, 2023 - Feb 19, 2023",6
8991982104921205930,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921206011,"Feb 13, 2023 - Feb 19, 2023",8
8991982104921206011,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921206011,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921206011,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921206037,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921206037,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921206045,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921206045,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921206052,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921206052,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921206052,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921206052,"Mar 27, 2023 - Apr 2, 2023",4
8991982104921206078,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921206078,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921206078,"Feb 27, 2023 - Mar 5, 2023",3
8991982104921206078,"Mar 13, 2023 - Mar 19, 2023",7
8991982104921206078,"Mar 20, 2023 - Mar 26, 2023",12
8991982104921206078,"Mar 27, 2023 - Apr 2, 2023",9
8991982104921206078,"Mar 6, 2023 - Mar 12, 2023",7
8991982104921206185,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921206185,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921206185,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921206185,"Mar 13, 2023 - Mar 19, 2023",15
8991982104921206185,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921206185,"Mar 6, 2023 - Mar 12, 2023",70
8991982104921206193,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921206193,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921206193,"Mar 13, 2023 - Mar 19, 2023",4
8991982104921206193,"Mar 20, 2023 - Mar 26, 2023",9
8991982104921206193,"Mar 27, 2023 - Apr 2, 2023",10
8991982104921206193,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921206698,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921206847,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921206854,"Apr 10, 2023 - Apr 16, 2023",17
8991982104921206854,"Apr 3, 2023 - Apr 9, 2023",7
8991982104921206854,"Feb 13, 2023 - Feb 19, 2023",5
8991982104921206854,"Feb 20, 2023 - Feb 26, 2023",5
8991982104921206854,"Feb 27, 2023 - Mar 5, 2023",6
8991982104921206854,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921206854,"Mar 20, 2023 - Mar 26, 2023",4
8991982104921206854,"Mar 27, 2023 - Apr 2, 2023",7
8991982104921206912,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921206912,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921206912,"Feb 20, 2023 - Feb 26, 2023",11
8991982104921206912,"Feb 27, 2023 - Mar 5, 2023",5
8991982104921206912,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921206987,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921207050,"Apr 10, 2023 - Apr 16, 2023",7
8991982104921207050,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921207050,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921207050,"Feb 27, 2023 - Mar 5, 2023",11
8991982104921207050,"Mar 13, 2023 - Mar 19, 2023",4
8991982104921207050,"Mar 20, 2023 - Mar 26, 2023",9
8991982104921207050,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921207118,"Apr 10, 2023 - Apr 16, 2023",5
8991982104921207118,"Feb 13, 2023 - Feb 19, 2023",9
8991982104921207118,"Feb 20, 2023 - Feb 26, 2023",10
8991982104921207118,"Feb 27, 2023 - Mar 5, 2023",6
8991982104921207118,"Mar 13, 2023 - Mar 19, 2023",7
8991982104921207118,"Mar 20, 2023 - Mar 26, 2023",7
8991982104921207118,"Mar 27, 2023 - Apr 2, 2023",5
8991982104921207118,"Mar 6, 2023 - Mar 12, 2023",6
8991982104921207159,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921207159,"Apr 3, 2023 - Apr 9, 2023",30
8991982104921207159,"Feb 13, 2023 - Feb 19, 2023",39
8991982104921207159,"Feb 20, 2023 - Feb 26, 2023",39
8991982104921207159,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921207159,"Mar 13, 2023 - Mar 19, 2023",131
8991982104921207159,"Mar 20, 2023 - Mar 26, 2023",101
8991982104921207159,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921207159,"Mar 6, 2023 - Mar 12, 2023",6
8991982104921207191,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921207191,"Mar 13, 2023 - Mar 19, 2023",5
8991982104921207191,"Mar 20, 2023 - Mar 26, 2023",3
8991982104921207191,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921207241,"Apr 10, 2023 - Apr 16, 2023",12
8991982104921207241,"Apr 3, 2023 - Apr 9, 2023",40
8991982104921207241,"Feb 13, 2023 - Feb 19, 2023",9
8991982104921207241,"Feb 20, 2023 - Feb 26, 2023",5
8991982104921207241,"Feb 27, 2023 - Mar 5, 2023",4
8991982104921207241,"Mar 13, 2023 - Mar 19, 2023",5
8991982104921207241,"Mar 20, 2023 - Mar 26, 2023",15
8991982104921207241,"Mar 27, 2023 - Apr 2, 2023",27
8991982104921207241,"Mar 6, 2023 - Mar 12, 2023",7
8991982104921207274,"Apr 10, 2023 - Apr 16, 2023",15
8991982104921207274,"Apr 3, 2023 - Apr 9, 2023",8
8991982104921207274,"Feb 13, 2023 - Feb 19, 2023",10
8991982104921207274,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921207274,"Feb 27, 2023 - Mar 5, 2023",13
8991982104921207274,"Mar 13, 2023 - Mar 19, 2023",27
8991982104921207274,"Mar 20, 2023 - Mar 26, 2023",22
8991982104921207274,"Mar 27, 2023 - Apr 2, 2023",17
8991982104921207308,"Apr 10, 2023 - Apr 16, 2023",6
8991982104921207308,"Apr 3, 2023 - Apr 9, 2023",10
8991982104921207308,"Mar 27, 2023 - Apr 2, 2023",5
8991982104921207381,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921207381,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921207381,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921207407,"Feb 13, 2023 - Feb 19, 2023",3
8991982104921207407,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921207563,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921207563,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921207563,"Mar 27, 2023 - Apr 2, 2023",4
8991982104921207563,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921207597,"Feb 27, 2023 - Mar 5, 2023",40
8991982104921207597,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921207597,"Mar 6, 2023 - Mar 12, 2023",37
8991982104921207613,"Apr 10, 2023 - Apr 16, 2023",10
8991982104921207621,"Apr 10, 2023 - Apr 16, 2023",8
8991982104921207621,"Apr 3, 2023 - Apr 9, 2023",12
8991982104921207621,"Mar 20, 2023 - Mar 26, 2023",20
8991982104921207621,"Mar 27, 2023 - Apr 2, 2023",14
8991982104921207704,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921207712,"Apr 10, 2023 - Apr 16, 2023",44
8991982104921207712,"Apr 3, 2023 - Apr 9, 2023",3
8991982104921207712,"Feb 13, 2023 - Feb 19, 2023",10
8991982104921207712,"Feb 20, 2023 - Feb 26, 2023",9
8991982104921207712,"Feb 27, 2023 - Mar 5, 2023",4
8991982104921207712,"Mar 13, 2023 - Mar 19, 2023",9
8991982104921207712,"Mar 20, 2023 - Mar 26, 2023",15
8991982104921207712,"Mar 27, 2023 - Apr 2, 2023",27
8991982104921207712,"Mar 6, 2023 - Mar 12, 2023",8
8991982104921207720,"Feb 27, 2023 - Mar 5, 2023",4
8991982104921207845,"Apr 10, 2023 - Apr 16, 2023",3
8991982104921207845,"Feb 13, 2023 - Feb 19, 2023",3
8991982104921207845,"Feb 20, 2023 - Feb 26, 2023",4
8991982104921207845,"Feb 27, 2023 - Mar 5, 2023",5
8991982104921207845,"Mar 13, 2023 - Mar 19, 2023",6
8991982104921207845,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921207845,"Mar 6, 2023 - Mar 12, 2023",8
8991982104921208256,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921208264,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921208264,"Apr 3, 2023 - Apr 9, 2023",4
8991982104921208264,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921208264,"Feb 27, 2023 - Mar 5, 2023",11
8991982104921208264,"Mar 20, 2023 - Mar 26, 2023",7
8991982104921208264,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921208264,"Mar 6, 2023 - Mar 12, 2023",6
8991982104921208272,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921208272,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921208272,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921208272,"Mar 13, 2023 - Mar 19, 2023",4
8991982104921208272,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921208272,"Mar 27, 2023 - Apr 2, 2023",9
8991982104921208272,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921208280,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921208280,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921208280,"Mar 13, 2023 - Mar 19, 2023",4
8991982104921208280,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921208280,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921208280,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921208348,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921208348,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921208363,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921208421,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921208421,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921208421,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921208439,"Apr 3, 2023 - Apr 9, 2023",8
8991982104921208439,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921208439,"Feb 20, 2023 - Feb 26, 2023",4
8991982104921208439,"Feb 27, 2023 - Mar 5, 2023",7
8991982104921208439,"Mar 13, 2023 - Mar 19, 2023",8
8991982104921208439,"Mar 20, 2023 - Mar 26, 2023",10
8991982104921208439,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921208439,"Mar 6, 2023 - Mar 12, 2023",17
8991982104921208470,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921208470,"Mar 20, 2023 - Mar 26, 2023",7
8991982104921208488,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921208488,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921208504,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921208504,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921208512,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921208538,"Mar 13, 2023 - Mar 19, 2023",5
8991982104921208538,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921208546,"Apr 3, 2023 - Apr 9, 2023",5
8991982104921208546,"Mar 13, 2023 - Mar 19, 2023",6
8991982104921208546,"Mar 20, 2023 - Mar 26, 2023",7
8991982104921208546,"Mar 27, 2023 - Apr 2, 2023",9
8991982104921208603,"Apr 10, 2023 - Apr 16, 2023",3
8991982104921208710,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921208710,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921208710,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921208710,"Feb 20, 2023 - Feb 26, 2023",9
8991982104921208710,"Feb 27, 2023 - Mar 5, 2023",4
8991982104921208710,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921208710,"Mar 20, 2023 - Mar 26, 2023",4
8991982104921208710,"Mar 27, 2023 - Apr 2, 2023",8
8991982104921208710,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921208728,"Apr 3, 2023 - Apr 9, 2023",9
8991982104921208728,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921208728,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921208728,"Mar 27, 2023 - Apr 2, 2023",5
8991982104921208728,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921208736,"Apr 3, 2023 - Apr 9, 2023",8
8991982104921208736,"Mar 20, 2023 - Mar 26, 2023",5
8991982104921208744,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921208744,"Apr 3, 2023 - Apr 9, 2023",8
8991982104921208744,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921209270,"Apr 10, 2023 - Apr 16, 2023",4
8991982104921209270,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921209270,"Mar 20, 2023 - Mar 26, 2023",12
8991982104921209270,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921209288,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921209288,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921209288,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921209288,"Mar 6, 2023 - Mar 12, 2023",15
8991982104921209320,"Apr 10, 2023 - Apr 16, 2023",4
8991982104921209320,"Apr 3, 2023 - Apr 9, 2023",15
8991982104921209320,"Feb 13, 2023 - Feb 19, 2023",11
8991982104921209320,"Feb 20, 2023 - Feb 26, 2023",13
8991982104921209320,"Feb 27, 2023 - Mar 5, 2023",6
8991982104921209320,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921209320,"Mar 20, 2023 - Mar 26, 2023",8
8991982104921209320,"Mar 27, 2023 - Apr 2, 2023",12
8991982104921209320,"Mar 6, 2023 - Mar 12, 2023",6
8991982104921209379,"Apr 10, 2023 - Apr 16, 2023",4
8991982104921209379,"Apr 3, 2023 - Apr 9, 2023",16
8991982104921209445,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921209445,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921209445,"Mar 20, 2023 - Mar 26, 2023",5
8991982104921209452,"Apr 10, 2023 - Apr 16, 2023",15
8991982104921209452,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921209452,"Feb 20, 2023 - Feb 26, 2023",5
8991982104921209452,"Feb 27, 2023 - Mar 5, 2023",6
8991982104921209452,"Mar 13, 2023 - Mar 19, 2023",22
8991982104921209452,"Mar 20, 2023 - Mar 26, 2023",4
8991982104921209452,"Mar 27, 2023 - Apr 2, 2023",11
8991982104921209452,"Mar 6, 2023 - Mar 12, 2023",4
8991982104921209460,"Apr 3, 2023 - Apr 9, 2023",8
8991982104921209460,"Mar 13, 2023 - Mar 19, 2023",39
8991982104921209460,"Mar 20, 2023 - Mar 26, 2023",11
8991982104921209460,"Mar 27, 2023 - Apr 2, 2023",18
8991982104921209460,"Mar 6, 2023 - Mar 12, 2023",6
8991982104921209478,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921209478,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921209478,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921209502,"Apr 3, 2023 - Apr 9, 2023",17
8991982104921209502,"Mar 27, 2023 - Apr 2, 2023",4
8991982104921209510,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921209510,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921209536,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921209536,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921209536,"Feb 13, 2023 - Feb 19, 2023",5
8991982104921209536,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921209536,"Feb 27, 2023 - Mar 5, 2023",9
8991982104921209536,"Mar 13, 2023 - Mar 19, 2023",7
8991982104921209536,"Mar 20, 2023 - Mar 26, 2023",6
8991982104921209536,"Mar 27, 2023 - Apr 2, 2023",5
8991982104921209536,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921209593,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921209593,"Feb 13, 2023 - Feb 19, 2023",4
8991982104921209593,"Feb 20, 2023 - Feb 26, 2023",5
8991982104921209593,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921209593,"Mar 13, 2023 - Mar 19, 2023",7
8991982104921209593,"Mar 20, 2023 - Mar 26, 2023",4
8991982104921209593,"Mar 6, 2023 - Mar 12, 2023",8
8991982104921209627,"Apr 10, 2023 - Apr 16, 2023",10
8991982104921209627,"Mar 13, 2023 - Mar 19, 2023",12
8991982104921209627,"Mar 27, 2023 - Apr 2, 2023",6
8991982104921209635,"Apr 10, 2023 - Apr 16, 2023",23
8991982104921209635,"Apr 3, 2023 - Apr 9, 2023",12
8991982104921209650,"Feb 13, 2023 - Feb 19, 2023",13
8991982104921209650,"Feb 20, 2023 - Feb 26, 2023",6
8991982104921209650,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921209650,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921209650,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921209650,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921209650,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921209726,"Feb 20, 2023 - Feb 26, 2023",13
8991982104921209759,"Apr 10, 2023 - Apr 16, 2023",5
8991982104921209759,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921209759,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921209759,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921209759,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921209759,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921210195,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921210195,"Feb 27, 2023 - Mar 5, 2023",4
8991982104921210195,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921210203,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921210203,"Feb 27, 2023 - Mar 5, 2023",6
8991982104921210229,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921210229,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921210229,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921210229,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921210237,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921210237,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921210237,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921210237,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921210765,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921210765,"Apr 3, 2023 - Apr 9, 2023",7
8991982104921210765,"Feb 13, 2023 - Feb 19, 2023",6
8991982104921210765,"Feb 20, 2023 - Feb 26, 2023",11
8991982104921210765,"Feb 27, 2023 - Mar 5, 2023",8
8991982104921210765,"Mar 13, 2023 - Mar 19, 2023",11
8991982104921210765,"Mar 20, 2023 - Mar 26, 2023",11
8991982104921210765,"Mar 27, 2023 - Apr 2, 2023",9
8991982104921210765,"Mar 6, 2023 - Mar 12, 2023",31
8991982104921210773,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921210773,"Apr 3, 2023 - Apr 9, 2023",7
8991982104921210773,"Feb 20, 2023 - Feb 26, 2023",4
8991982104921210773,"Mar 13, 2023 - Mar 19, 2023",9
8991982104921210773,"Mar 20, 2023 - Mar 26, 2023",7
8991982104921210773,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921210773,"Mar 6, 2023 - Mar 12, 2023",6
8991982104921210781,"Apr 3, 2023 - Apr 9, 2023",4
8991982104921210781,"Feb 20, 2023 - Feb 26, 2023",7
8991982104921210781,"Feb 27, 2023 - Mar 5, 2023",15
8991982104921210781,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921210781,"Mar 20, 2023 - Mar 26, 2023",4
8991982104921210781,"Mar 6, 2023 - Mar 12, 2023",4
8991982104921210823,"Apr 10, 2023 - Apr 16, 2023",24
8991982104921210831,"Feb 27, 2023 - Mar 5, 2023",5
8991982104921210831,"Mar 13, 2023 - Mar 19, 2023",6
8991982104921210831,"Mar 20, 2023 - Mar 26, 2023",10
8991982104921210831,"Mar 27, 2023 - Apr 2, 2023",5
8991982104921210872,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921210872,"Apr 3, 2023 - Apr 9, 2023",25
8991982104921210872,"Mar 27, 2023 - Apr 2, 2023",20
8991982104921210880,"Apr 3, 2023 - Apr 9, 2023",5
8991982104921210880,"Feb 27, 2023 - Mar 5, 2023",17
8991982104921210880,"Mar 13, 2023 - Mar 19, 2023",16
8991982104921210880,"Mar 20, 2023 - Mar 26, 2023",22
8991982104921210880,"Mar 27, 2023 - Apr 2, 2023",17
8991982104921210880,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921210906,"Apr 10, 2023 - Apr 16, 2023",18
8991982104921210906,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921210906,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921210906,"Feb 20, 2023 - Feb 26, 2023",18
8991982104921210906,"Mar 13, 2023 - Mar 19, 2023",21
8991982104921210906,"Mar 20, 2023 - Mar 26, 2023",13
8991982104921210906,"Mar 27, 2023 - Apr 2, 2023",17
8991982104921210906,"Mar 6, 2023 - Mar 12, 2023",5
8991982104921210930,"Feb 27, 2023 - Mar 5, 2023",4
8991982104921210930,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921210930,"Mar 20, 2023 - Mar 26, 2023",5
8991982104921210948,"Apr 3, 2023 - Apr 9, 2023",7
8991982104921210948,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921210948,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921210948,"Feb 27, 2023 - Mar 5, 2023",8
8991982104921210948,"Mar 13, 2023 - Mar 19, 2023",8
8991982104921210948,"Mar 20, 2023 - Mar 26, 2023",6
8991982104921210948,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921210948,"Mar 6, 2023 - Mar 12, 2023",10
8991982104921210963,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921210963,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921210963,"Mar 27, 2023 - Apr 2, 2023",5
8991982104921210963,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921210997,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921210997,"Apr 3, 2023 - Apr 9, 2023",12
8991982104921210997,"Mar 27, 2023 - Apr 2, 2023",27
8991982104921211011,"Feb 20, 2023 - Feb 26, 2023",5
8991982104921211011,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921211078,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921211078,"Mar 27, 2023 - Apr 2, 2023",10
8991982104921211086,"Apr 10, 2023 - Apr 16, 2023",3
8991982104921211086,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921211086,"Mar 20, 2023 - Mar 26, 2023",4
8991982104921211086,"Mar 27, 2023 - Apr 2, 2023",8
8991982104921211094,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921211144,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921211144,"Apr 3, 2023 - Apr 9, 2023",12
8991982104921211144,"Feb 13, 2023 - Feb 19, 2023",5
8991982104921211144,"Feb 20, 2023 - Feb 26, 2023",10
8991982104921211144,"Feb 27, 2023 - Mar 5, 2023",13
8991982104921211144,"Mar 13, 2023 - Mar 19, 2023",14
8991982104921211144,"Mar 20, 2023 - Mar 26, 2023",14
8991982104921211144,"Mar 27, 2023 - Apr 2, 2023",4
8991982104921211144,"Mar 6, 2023 - Mar 12, 2023",7
8991982104921211201,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921211201,"Feb 20, 2023 - Feb 26, 2023",10
8991982104921211219,"Apr 10, 2023 - Apr 16, 2023",7
8991982104921211219,"Apr 3, 2023 - Apr 9, 2023",5
8991982104921211219,"Feb 13, 2023 - Feb 19, 2023",5
8991982104921211219,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921211219,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921211219,"Mar 13, 2023 - Mar 19, 2023",8
